chr,acc,locus_tag,old_locus_tag,length_nt,start,end,strand,type,annotation
NC_015948.1,WP_014041377.1,HAH_RS13215,HAH_2716,1296,2623469,2624764,-,protein_coding,NUDIX domain-containing protein
NC_015948.1,WP_014041378.1,HAH_RS13220,HAH_2717,1104,2624843,2625946,-,protein_coding,aminotransferase class V-fold PLP-dependent enzyme
NC_015948.1,WP_008307760.1,HAH_RS13225,HAH_2718,618,2626163,2626780,-,protein_coding,hypothetical protein
NC_015948.1,WP_014041379.1,HAH_RS13230,HAH_2719,1962,2626825,2628786,-,protein_coding,chromosome segregation protein SMC
NC_015948.1,WP_008307758.1,HAH_RS13235,HAH_2720,348,2629096,2629443,+,protein_coding,hypothetical protein
NC_015948.1,WP_023843421.1,HAH_RS13240,HAH_2721,384,2629446,2629829,+,protein_coding,CrcB family protein
NC_015948.1,WP_014041381.1,HAH_RS13245,HAH_2722,360,2629829,2630188,+,protein_coding,fluoride efflux transporter CrcB
NC_015948.1,WP_014041382.1,HAH_RS13250,HAH_2723,1065,2630203,2631267,-,protein_coding,DUF87 domain-containing protein
NC_015948.1,WP_014041383.1,HAH_RS13255,HAH_2724,447,2631343,2631789,+,protein_coding,hypothetical protein
NC_015948.1,WP_014041384.1,HAH_RS13260,HAH_2725,732,2631786,2632517,-,protein_coding,protein-L-isoaspartate O-methyltransferase
NC_015948.1,WP_014041385.1,HAH_RS13265,HAH_2726,624,2632580,2633203,-,protein_coding,protein-L-isoaspartate(D-aspartate) O-methyltransferase
NC_015948.1,WP_008307750.1,HAH_RS13270,HAH_2727,654,2633205,2633858,-,protein_coding,hypothetical protein
NC_015948.1,WP_014041386.1,HAH_RS13275,HAH_2728,414,2633969,2634382,+,protein_coding,DUF1648 domain-containing protein
NC_015948.1,WP_014041387.1,HAH_RS13280,HAH_2729,954,2634450,2635403,-,protein_coding,aminopeptidase
NC_015948.1,WP_008307747.1,HAH_RS13285,HAH_2730,1065,2635595,2636659,+,protein_coding,type II glyceraldehyde-3-phosphate dehydrogenase
NC_015948.1,WP_014041388.1,HAH_RS13290,HAH_2731,492,2636663,2637154,-,protein_coding,metallophosphoesterase
NC_015948.1,WP_014041389.1,HAH_RS13295,HAH_2732,255,2637266,2637520,+,protein_coding,hypothetical protein
NC_015948.1,WP_014041390.1,HAH_RS13300,HAH_2733,1842,2637719,2639560,-,protein_coding,ATP-dependent helicase
NC_015948.1,WP_014041391.1,HAH_RS13305,HAH_2734,300,2639642,2639941,-,protein_coding,hypothetical protein
NC_015948.1,WP_004515333.1,HAH_RS13310,HAH_2735,351,2639970,2640320,-,protein_coding,helix-turn-helix domain-containing protein
NC_015948.1,WP_023843422.1,HAH_RS13315,HAH_2736,495,2640453,2640947,+,protein_coding,helix-turn-helix transcriptional regulator
NC_015948.1,WP_004515335.1,HAH_RS13320,HAH_2737,180,2641180,2641359,-,protein_coding,hypothetical protein
NC_015948.1,WP_014041393.1,HAH_RS13325,HAH_2738,573,2641557,2642129,-,protein_coding,YbhB/YbcL family Raf kinase inhibitor-like protein
NC_015948.1,WP_014041394.1,HAH_RS13330,HAH_2739,2283,2642305,2644587,+,protein_coding,cbb3-type cytochrome c oxidase subunit I
NC_015948.1,WP_014041395.1,HAH_RS13335,HAH_2740,1761,2644670,2646430,-,protein_coding,alpha/beta fold hydrolase
NC_015948.1,WP_014041396.1,HAH_RS13340,HAH_2741,372,2646691,2647062,-,protein_coding,hypothetical protein
NC_015948.1,WP_023843423.1,HAH_RS13345,HAH_2742,990,2647145,2648134,-,protein_coding,ring-cleaving dioxygenase
NC_015948.1,WP_014041398.1,HAH_RS13350,HAH_2743,528,2648272,2648799,+,protein_coding,pantetheine-phosphate adenylyltransferase
NC_015948.1,WP_014041399.1,HAH_RS13355,HAH_2744,813,2648841,2649653,-,protein_coding,energy-coupling factor ABC transporter ATP-binding protein
NC_015948.1,WP_014041400.1,HAH_RS13360,HAH_2745,792,2649650,2650441,-,protein_coding,cobalt ECF transporter T component CbiQ
NC_015948.1,WP_014041401.1,HAH_RS13365,HAH_2746,315,2650445,2650759,-,protein_coding,PDGLE domain-containing protein
NC_015948.1,WP_014041402.1,HAH_RS13370,HAH_2747,639,2650759,2651397,-,protein_coding,energy-coupling factor ABC transporter permease
NC_015948.1,WP_008307710.1,HAH_RS13375,HAH_2748,411,2651518,2651928,+,protein_coding,nickel-responsive transcriptional regulator NikR
NC_015948.1,NA,HAH_RS13380,HAH_2749,75,2652009,2652083,-,tRNA,tRNA-Ile
NC_015948.1,NA,HAH_RS13385,HAH_2750,73,2652268,2652340,-,tRNA,tRNA-Asn
NC_015948.1,WP_014041403.1,HAH_RS13390,HAH_2751,1437,2652436,2653872,+,protein_coding,CCA tRNA nucleotidyltransferase
NC_015948.1,WP_014041404.1,HAH_RS13395,HAH_2752,1008,2653851,2654858,-,protein_coding,histone deacetylase
NC_015948.1,WP_005537260.1,HAH_RS13400,HAH_2753,438,2654859,2655296,-,protein_coding,NFYB/HAP3 family transcription factor subunit
NC_015948.1,WP_014041405.1,HAH_RS13405,HAH_2754,1467,2655352,2656818,-,protein_coding,single-stranded DNA binding protein
NC_015948.1,WP_023843424.1,HAH_RS13410,NA,348,2657011,2657358,-,protein_coding,hypothetical protein
NC_015948.1,NA,HAH_RS13415,HAH_2756,73,2657617,2657689,+,tRNA,tRNA-Arg
NC_015948.1,WP_014041407.1,HAH_RS13420,HAH_2757,606,2657848,2658453,+,protein_coding,DUF309 domain-containing protein
NC_015948.1,WP_014041408.1,HAH_RS13425,HAH_2758,558,2658557,2659114,+,protein_coding,diadenylate cyclase
NC_015948.1,WP_014041409.1,HAH_RS13430,HAH_2759,774,2659132,2659905,-,protein_coding,"NAD(P)-dependent oxidoreductase"
NC_015948.1,WP_008307666.1,HAH_RS13435,HAH_2760,348,2659980,2660327,+,protein_coding,dihydroneopterin aldolase family protein
NC_015948.1,WP_014041410.1,HAH_RS13440,HAH_2761,1098,2660401,2661498,+,protein_coding,hypothetical protein
NC_015948.1,WP_014041411.1,HAH_RS13445,HAH_2762,447,2661604,2662050,+,protein_coding,DUF5790 family protein
NC_015948.1,WP_044952040.1,HAH_RS13450,HAH_2763,888,2662282,2663169,+,protein_coding,DUF4399 domain-containing protein
NC_015948.1,WP_014041413.1,HAH_RS13455,HAH_2764,525,2663197,2663721,-,protein_coding,hypothetical protein
NC_015948.1,WP_044952043.1,HAH_RS13460,HAH_2765,780,2663839,2664618,+,protein_coding,cytochrome c oxidase subunit II
NC_015948.1,WP_014041415.1,HAH_RS13465,HAH_2766,2571,2664615,2667185,+,protein_coding,cbb3-type cytochrome c oxidase subunit I
NC_015948.1,WP_014041416.1,HAH_RS13470,HAH_2767,267,2667190,2667456,+,protein_coding,cytochrome C oxidase subunit IV family protein
NC_015948.1,WP_023843426.1,HAH_RS13475,HAH_2768,444,2667462,2667905,-,protein_coding,hypothetical protein
NC_015948.1,WP_023843427.1,HAH_RS13480,HAH_2769,432,2668050,2668481,+,protein_coding,hypothetical protein
NC_015948.1,WP_014041419.1,HAH_RS13485,HAH_2770,1923,2668675,2670597,-,protein_coding,ABC transporter ATP-binding protein/permease
NC_015948.1,WP_014041420.1,HAH_RS13490,HAH_2771,588,2670637,2671224,-,protein_coding,DUF192 domain-containing protein
NC_015948.1,NA,HAH_RS13495,HAH_2772,74,2671322,2671395,+,tRNA,tRNA-Val
NC_015948.1,NA,HAH_RS13500,HAH_2774,74,2672031,2672104,+,tRNA,tRNA-Phe
NC_015948.1,WP_044952299.1,HAH_RS13505,HAH_2775,564,2672409,2672972,+,protein_coding,hypothetical protein
NC_015948.1,WP_014041423.1,HAH_RS13510,HAH_2776,246,2673069,2673314,+,protein_coding,hypothetical protein
NC_015948.1,WP_014041424.1,HAH_RS13515,HAH_2777,675,2673315,2673989,-,protein_coding,class I SAM-dependent methyltransferase
NC_015948.1,WP_014041425.1,HAH_RS13520,HAH_2778,525,2674148,2674672,-,protein_coding,Hsp20/alpha crystallin family protein
NC_015948.1,WP_014041426.1,HAH_RS13525,HAH_2779,3066,2674894,2677959,+,protein_coding,FAD-binding oxidoreductase
NC_015948.1,WP_014041427.1,HAH_RS13530,HAH_2780,528,2677951,2678478,-,protein_coding,hypothetical protein
NC_015948.1,WP_225306786.1,HAH_RS13535,HAH_2781,1197,2678531,2679727,-,protein_coding,ATP-binding protein
NC_015948.1,WP_004515390.1,HAH_RS13540,HAH_2782,195,2679951,2680145,+,protein_coding,cold-shock protein
NC_015948.1,WP_004515391.1,HAH_RS13545,HAH_2783,195,2680148,2680342,+,protein_coding,cold-shock protein
NC_015948.1,WP_014041429.1,HAH_RS13550,HAH_2784,744,2680464,2681207,-,protein_coding,DUF429 domain-containing protein
NC_015948.1,WP_005537226.1,HAH_RS13555,HAH_2785,186,2681319,2681504,-,protein_coding,hypothetical protein
NC_015948.1,WP_014041430.1,HAH_RS19995,HAH_2786,159,2681546,2681704,-,protein_coding,hypothetical protein
NC_015948.1,WP_014041431.1,HAH_RS13560,HAH_2787,708,2681779,2682486,+,protein_coding,nucleotidyltransferase family protein
NC_015948.1,WP_014041432.1,HAH_RS13565,HAH_2788,603,2682567,2683169,+,protein_coding,DUF4864 domain-containing protein
NC_015948.1,WP_014041433.1,HAH_RS13570,HAH_2789,1080,2683166,2684245,-,protein_coding,ABC transporter permease subunit
NC_015948.1,WP_014041434.1,HAH_RS13575,HAH_2790,963,2684245,2685207,-,protein_coding,sugar ABC transporter permease
NC_015948.1,WP_174878661.1,HAH_RS13580,HAH_2791,1281,2685217,2686497,-,protein_coding,extracellular solute-binding protein
NC_015948.1,WP_014041436.1,HAH_RS13585,HAH_2792,2100,2686709,2688808,+,protein_coding,DUF3459 domain-containing protein
NC_015948.1,WP_014041437.1,HAH_RS13590,HAH_2793,1167,2688911,2690077,+,protein_coding,ABC transporter ATP-binding protein
NC_015948.1,WP_014041438.1,HAH_RS13595,HAH_2794,2019,2690223,2692241,-,protein_coding,"glucan 1,4-alpha-glucosidase"
NC_015948.1,WP_014041439.1,HAH_RS13600,HAH_2795,1053,2692414,2693466,+,protein_coding,transcriptional regulator
NC_015948.1,WP_023843428.1,HAH_RS13605,HAH_2796,504,2693503,2694006,-,protein_coding,type IV pilin N-terminal domain-containing protein
NC_015948.1,WP_014041441.1,HAH_RS13610,HAH_2797,999,2694085,2695083,-,protein_coding,glutathione S-transferase family protein
NC_015948.1,WP_023843429.1,HAH_RS13615,HAH_2798,534,2695306,2695839,+,protein_coding,50S ribosomal protein L16
NC_015948.1,WP_014041443.1,HAH_RS13620,HAH_2799,198,2696092,2696289,+,protein_coding,hypothetical protein
NC_015948.1,WP_044952305.1,HAH_RS13625,HAH_2800,432,2696347,2696778,-,protein_coding,universal stress protein
NC_015948.1,WP_014041445.1,HAH_RS13630,HAH_2801,864,2696968,2697831,+,protein_coding,RimK family alpha-L-glutamate ligase
NC_015948.1,WP_004590910.1,HAH_RS13635,HAH_2802,387,2697887,2698273,-,protein_coding,Hsp20/alpha crystallin family protein
NC_015948.1,WP_014041446.1,HAH_RS13640,HAH_2803,1005,2698474,2699478,+,protein_coding,type I glyceraldehyde-3-phosphate dehydrogenase
NC_015948.1,WP_014041447.1,HAH_RS13645,HAH_2804,1206,2699806,2701011,+,protein_coding,phosphoglycerate kinase
NC_015948.1,WP_008307600.1,HAH_RS20000,HAH_2805,147,2701008,2701154,-,protein_coding,hypothetical protein
NC_015948.1,WP_014041448.1,HAH_RS13650,HAH_2806,579,2701283,2701861,+,protein_coding,riboflavin synthase
NC_015948.1,WP_014041449.1,HAH_RS13655,HAH_2807,1035,2701858,2702892,-,protein_coding,PrsW family glutamic-type intramembrane protease
NC_015948.1,WP_014041450.1,HAH_RS13660,HAH_2808,594,2703056,2703649,+,protein_coding,pyridoxal 5'-phosphate synthase glutaminase subunit PdxT
NC_015948.1,WP_014041451.1,HAH_RS13665,HAH_2809,297,2703686,2703982,+,protein_coding,phosphoribosyl-ATP diphosphatase
NC_015948.1,WP_014041452.1,HAH_RS13670,HAH_2810,1938,2704046,2705983,+,protein_coding,response regulator
NC_015948.1,WP_014041454.1,HAH_RS13675,HAH_2812,318,2706227,2706544,-,protein_coding,ASCH domain-containing protein
NC_015948.1,WP_008307588.1,HAH_RS13680,HAH_2813,996,2706639,2707634,+,protein_coding,50S ribosome-binding GTPase
NC_015948.1,WP_014041455.1,HAH_RS13685,HAH_2814,714,2707768,2708481,-,protein_coding,SIMPL domain-containing protein
NC_015948.1,WP_014041456.1,HAH_RS13690,HAH_2815,1281,2708543,2709823,-,protein_coding,TIGR00341 family protein
NC_015948.1,WP_014041457.1,HAH_RS13695,HAH_2816,618,2709971,2710588,+,protein_coding,GTP-binding protein EngB
NC_015948.1,WP_014041458.1,HAH_RS13700,HAH_2817,1023,2710874,2711896,-,protein_coding,site-specific integrase
NC_015948.1,WP_014041459.1,HAH_RS13705,HAH_2818,249,2712373,2712621,+,protein_coding,type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein
NC_015948.1,WP_014041460.1,HAH_RS13710,HAH_2819,237,2712627,2712863,-,protein_coding,hypothetical protein
NC_015948.1,WP_014041461.1,HAH_RS19170,HAH_2820,1317,2713137,2714453,+,protein_coding,pentapeptide repeat-containing protein
NC_015948.1,WP_014041462.1,HAH_RS13715,HAH_2821,1053,2714606,2715658,-,protein_coding,AAA family ATPase
NC_015948.1,WP_079891626.1,HAH_RS19175,NA,1125,2715762,2716886,-,protein_coding,hypothetical protein
NC_015948.1,WP_014041464.1,HAH_RS13725,HAH_2823,1095,2716883,2717977,-,protein_coding,hypothetical protein
NC_015948.1,WP_144443761.1,HAH_RS19530,NA,615,2718064,2718678,-,protein_coding,hypothetical protein
NC_015948.1,WP_014041465.1,HAH_RS13730,HAH_2824,282,2718680,2718961,-,protein_coding,hypothetical protein
NC_015948.1,WP_014041466.1,HAH_RS13735,HAH_2825,276,2718942,2719217,-,protein_coding,ribbon-helix-helix domain-containing protein
NC_015948.1,WP_144443762.1,HAH_RS19535,NA,585,2719395,2719979,+,protein_coding,hypothetical protein
NC_015948.1,WP_014041467.1,HAH_RS13745,HAH_2826,258,2719988,2720245,-,protein_coding,hypothetical protein
NC_015948.1,WP_005537171.1,HAH_RS13750,HAH_2827,183,2720469,2720651,-,protein_coding,hypothetical protein
NC_015948.1,WP_014041468.1,HAH_RS13755,HAH_2828,432,2720774,2721205,+,protein_coding,hypothetical protein
NC_015948.1,WP_023843434.1,HAH_RS13760,HAH_2829,231,2721211,2721441,+,protein_coding,hypothetical protein
NC_015948.1,WP_014041470.1,HAH_RS20005,HAH_2830,1794,2721438,2723231,+,protein_coding,hypothetical protein
NC_015948.1,WP_014041471.1,HAH_RS13770,HAH_2831,552,2723239,2723790,+,protein_coding,hypothetical protein
NC_015948.1,WP_014041472.1,HAH_RS13775,HAH_2832,795,2723787,2724581,+,protein_coding,hypothetical protein
NC_015948.1,WP_014041473.1,HAH_RS13780,HAH_2833,1176,2724574,2725749,+,protein_coding,hypothetical protein
NC_015948.1,WP_023843435.1,HAH_RS13785,NA,384,2725910,2726293,+,protein_coding,hypothetical protein
NC_015948.1,WP_144443763.1,HAH_RS19545,NA,501,2726381,2726881,+,protein_coding,hypothetical protein
NC_015948.1,WP_014041474.1,HAH_RS19705,HAH_2834,192,2726906,2727097,-,protein_coding,hypothetical protein
NC_015948.1,WP_023843436.1,HAH_RS13790,NA,366,2727157,2727522,-,protein_coding,hypothetical protein
NC_015948.1,WP_014041476.1,HAH_RS13795,HAH_2836,1617,2727881,2729497,-,protein_coding,MarR family transcriptional regulator
NC_015948.1,WP_014041477.1,HAH_RS19180,HAH_2837,198,2729640,2729837,-,protein_coding,RNA polymerase subunit sigma-24
NC_015948.1,WP_004590698.1,HAH_RS13800,HAH_2838,264,2729834,2730097,-,protein_coding,hypothetical protein
NC_015948.1,NA,HAH_RS13805,HAH_2839,72,2730289,2730360,-,tRNA,tRNA-Ala
NC_015948.1,WP_004515425.1,HAH_RS13810,HAH_2840,312,2730499,2730810,-,protein_coding,30S ribosomal protein S10
NC_015948.1,WP_005537153.1,HAH_RS13815,HAH_2841,1266,2730814,2732079,-,protein_coding,translation elongation factor EF-1 subunit alpha
NC_015948.1,WP_014041478.1,HAH_RS13820,HAH_2842,945,2732357,2733301,-,protein_coding,homoserine dehydrogenase
NC_015948.1,WP_008307542.1,HAH_RS13825,HAH_2843,534,2733298,2733831,-,protein_coding,amino acid-binding protein
NC_015948.1,WP_014041479.1,HAH_RS13830,HAH_2844,222,2733911,2734132,-,protein_coding,hypothetical protein
NC_015948.1,WP_014041480.1,HAH_RS13835,HAH_2845,1095,2734238,2735332,+,protein_coding,peptidase
NC_015948.1,WP_014041481.1,HAH_RS13840,HAH_2846,2187,2735529,2737715,-,protein_coding,elongation factor EF-2
NC_015948.1,WP_014041482.1,HAH_RS13845,HAH_2847,1194,2737995,2739188,+,protein_coding,PLP-dependent aspartate aminotransferase family protein
NC_015948.1,WP_023843438.1,HAH_RS13850,HAH_2848,795,2739259,2740053,+,protein_coding,DUF5781 family protein
NC_015948.1,WP_014041484.1,HAH_RS13855,HAH_2849,3144,2740207,2743350,+,protein_coding,PAS domain S-box protein
NC_015948.1,WP_014041485.1,HAH_RS13860,HAH_2850,711,2743405,2744115,-,protein_coding,energy-coupling factor transporter transmembrane protein EcfT
NC_015948.1,WP_014041486.1,HAH_RS13865,HAH_2851,705,2744109,2744813,-,protein_coding,energy-coupling factor ABC transporter ATP-binding protein
NC_015948.1,WP_014041487.1,HAH_RS13870,HAH_2852,582,2744810,2745391,-,protein_coding,biotin transporter BioY
NC_015948.1,WP_014041488.1,HAH_RS13875,HAH_2853,1380,2745477,2746856,-,protein_coding,PQQ-dependent sugar dehydrogenase
NC_015948.1,WP_014041489.1,HAH_RS13880,HAH_2854,621,2746906,2747526,-,protein_coding,30S ribosomal protein S7
NC_015948.1,WP_004515440.1,HAH_RS13885,HAH_2855,429,2747529,2747957,-,protein_coding,30S ribosomal protein S12
NC_015948.1,WP_014041490.1,HAH_RS13890,HAH_2856,2388,2748416,2750803,+,protein_coding,methyl-accepting chemotaxis protein
NC_015948.1,WP_014041491.1,HAH_RS13895,HAH_2857,345,2750830,2751174,-,protein_coding,hypothetical protein
NC_015948.1,WP_004515442.1,HAH_RS13900,HAH_2858,426,2751273,2751698,-,protein_coding,NusA-like transcription termination signal-binding factor
NC_015948.1,WP_014041492.1,HAH_RS13905,HAH_2859,1188,2751698,2752885,-,protein_coding,DNA-directed RNA polymerase subunit A''
NC_015948.1,WP_014041493.1,HAH_RS13910,HAH_2860,2910,2752888,2755797,-,protein_coding,DNA-directed RNA polymerase subunit A'
NC_015948.1,WP_023843439.1,HAH_RS13915,HAH_2861,1827,2755794,2757620,-,protein_coding,DNA-directed RNA polymerase subunit B
NC_015948.1,WP_004959113.1,HAH_RS13920,HAH_2862,1566,2757622,2759187,-,protein_coding,DNA-directed RNA polymerase subunit B''
NC_015948.1,WP_004959115.1,HAH_RS13925,HAH_2863,228,2759187,2759414,-,protein_coding,DNA-directed RNA polymerase subunit H
NC_015948.1,NA,HAH_RS13930,HAH_2864,73,2759691,2759763,+,tRNA,tRNA-Asp
NC_015948.1,NA,HAH_RS13935,HAH_2865,73,2759815,2759887,+,tRNA,tRNA-Asp
NC_015948.1,WP_005537126.1,HAH_RS13940,HAH_2866,654,2760320,2760973,+,protein_coding,hypothetical protein
NC_015948.1,WP_170832126.1,HAH_RS13945,HAH_2867,297,2761091,2761387,+,protein_coding,winged helix-turn-helix transcriptional regulator
NC_015948.1,WP_014041495.1,HAH_RS13950,HAH_2868,489,2761462,2761950,+,protein_coding,metallophosphatase family protein
NC_015948.1,WP_014041496.1,HAH_RS13955,HAH_2869,774,2762057,2762830,+,protein_coding,coenzyme F420-0:L-glutamate ligase
NC_015948.1,WP_014041497.1,HAH_RS13960,HAH_2870,978,2762817,2763794,+,protein_coding,"5,10-methylenetetrahydromethanopterin reductase"
NC_015948.1,WP_014041498.1,HAH_RS13965,HAH_2871,219,2763751,2763969,-,protein_coding,hypothetical protein
NC_015948.1,WP_044952048.1,HAH_RS13970,HAH_2872,1344,2764068,2765411,-,protein_coding,tryptophanase
NC_015948.1,WP_014041500.1,HAH_RS13975,HAH_2873,684,2765574,2766257,+,protein_coding,methyltransferase domain-containing protein
NC_015948.1,WP_014041501.1,HAH_RS13980,HAH_2874,270,2766331,2766600,+,protein_coding,hypothetical protein
NC_015948.1,WP_014041502.1,HAH_RS13985,HAH_2875,960,2766794,2767753,+,protein_coding,MoxR family ATPase
NC_015948.1,WP_014041503.1,HAH_RS13990,HAH_2876,975,2767750,2768724,+,protein_coding,DUF58 domain-containing protein
NC_015948.1,WP_014041504.1,HAH_RS13995,HAH_2877,2235,2768721,2770955,+,protein_coding,lasso peptide biosynthesis protein
NC_015948.1,WP_004516073.1,HAH_RS14000,HAH_2878,294,2771000,2771293,+,protein_coding,stress response translation initiation inhibitor YciH
NC_015948.1,WP_014041505.1,HAH_RS14005,HAH_2879,2307,2771544,2773850,+,protein_coding,peptidase
NC_015948.1,WP_014041506.1,HAH_RS14010,HAH_2880,873,2773900,2774772,+,protein_coding,DMT family transporter
NC_015948.1,WP_004590650.1,HAH_RS20010,HAH_2881,165,2774778,2774942,-,protein_coding,hypothetical protein
NC_015948.1,WP_023843441.1,HAH_RS14015,HAH_2882,1377,2775065,2776441,+,protein_coding,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
NC_015948.1,WP_014041508.1,HAH_RS14020,HAH_2883,636,2776517,2777152,+,protein_coding,DsbA family oxidoreductase
NC_015948.1,WP_014041509.1,HAH_RS14025,HAH_2884,927,2777195,2778121,-,protein_coding,D-2-hydroxyacid dehydrogenase
NC_015948.1,WP_014041510.1,HAH_RS19710,HAH_2885,177,2778184,2778360,-,protein_coding,hypothetical protein
NC_015948.1,WP_014041511.1,HAH_RS14030,HAH_2886,1095,2778526,2779620,+,protein_coding,sulfite exporter TauE/SafE family protein
NC_015948.1,WP_014041512.1,HAH_RS14035,HAH_2887,438,2779625,2780062,+,protein_coding,universal stress protein
NC_015948.1,WP_014041513.1,HAH_RS14040,HAH_2888,519,2780094,2780612,-,protein_coding,HPP family protein
NC_015948.1,WP_014041514.1,HAH_RS14045,HAH_2889,768,2780705,2781472,-,protein_coding,glycerophosphoryl diester phosphodiesterase membrane domain-containing protein
NC_015948.1,WP_044952312.1,HAH_RS14050,HAH_2890,348,2781535,2781882,-,protein_coding,thioredoxin family protein
NC_015948.1,WP_014041516.1,HAH_RS14055,HAH_2891,561,2781980,2782540,-,protein_coding,sugar O-acetyltransferase
NC_015948.1,WP_014041517.1,HAH_RS14060,HAH_2892,1977,2782784,2784760,+,protein_coding,DUF460 domain-containing protein
NC_015948.1,WP_014041518.1,HAH_RS14065,HAH_2893,1047,2784876,2785922,+,protein_coding,PAS domain-containing sensor histidine kinase
NC_015948.1,WP_004590621.1,HAH_RS14070,HAH_2894,246,2785934,2786179,-,protein_coding,hypothetical protein
NC_015948.1,WP_014041519.1,HAH_RS14075,HAH_2895,411,2786218,2786628,-,protein_coding,SCP2 sterol-binding domain-containing protein
NC_015948.1,WP_011224244.1,HAH_RS14080,HAH_2896,723,2786746,2787468,-,protein_coding,ABC transporter ATP-binding protein
NC_015948.1,WP_023843442.1,HAH_RS14085,HAH_2897,813,2787465,2788277,-,protein_coding,ABC transporter ATP-binding protein
NC_015948.1,WP_014041521.1,HAH_RS14090,HAH_2898,1110,2788270,2789379,-,protein_coding,branched-chain amino acid ABC transporter permease
NC_015948.1,WP_014041522.1,HAH_RS14095,HAH_2899,918,2789376,2790293,-,protein_coding,branched-chain amino acid ABC transporter permease
NC_015948.1,WP_014041523.1,HAH_RS14100,HAH_2900,1299,2790324,2791622,-,protein_coding,ABC transporter substrate-binding protein
NC_015948.1,WP_014041524.1,HAH_RS14105,HAH_2901,972,2791763,2792734,+,protein_coding,proline racemase family protein
NC_015948.1,WP_014041525.1,HAH_RS14110,HAH_2902,837,2792806,2793642,+,protein_coding,proline dehydrogenase family protein
NC_015948.1,WP_014041526.1,HAH_RS14115,HAH_2903,717,2793644,2794360,-,protein_coding,helix-turn-helix domain-containing protein
NC_015948.1,WP_014041527.1,HAH_RS14120,HAH_2904,1524,2794549,2796072,+,protein_coding,aldehyde dehydrogenase family protein
NC_015948.1,WP_004516096.1,HAH_RS14125,HAH_2905,288,2796314,2796601,+,protein_coding,translation initiation factor eIF-1A
NC_015948.1,WP_014041528.1,HAH_RS14130,HAH_2906,936,2796643,2797578,+,protein_coding,serine protein kinase RIO
NC_015948.1,WP_044952056.1,HAH_RS14135,HAH_2907,1041,2797788,2798828,+,protein_coding,PAS domain-containing sensor histidine kinase
NC_015948.1,WP_004590591.1,HAH_RS14140,HAH_2908,549,2798924,2799472,+,protein_coding,KH domain-containing protein
NC_015948.1,WP_014041531.1,HAH_RS14145,HAH_2909,441,2799602,2800042,+,protein_coding,acyl-CoA thioesterase
NC_015948.1,WP_014041532.1,HAH_RS14150,HAH_2910,276,2800100,2800375,-,protein_coding,hypothetical protein
NC_015948.1,WP_023843445.1,HAH_RS14155,HAH_2911,240,2800372,2800611,-,protein_coding,hypothetical protein
NC_015948.1,WP_023843446.1,HAH_RS14160,HAH_2912,240,2800686,2800925,-,protein_coding,hypothetical protein
NC_015948.1,NA,HAH_RS14165,HAH_2913,72,2801230,2801301,-,tRNA,tRNA-Thr
NC_015948.1,WP_014041535.1,HAH_RS14170,HAH_2914,657,2801369,2802025,-,protein_coding,hypothetical protein
NC_015948.1,WP_014041536.1,HAH_RS14175,HAH_2915,675,2802086,2802760,+,protein_coding,enoyl-CoA hydratase/isomerase family protein
NC_015948.1,WP_014041537.1,HAH_RS14180,HAH_2916,777,2802799,2803575,+,protein_coding,DUF3105 domain-containing protein
NC_015948.1,WP_014041538.1,HAH_RS14185,HAH_2917,834,2803599,2804432,-,protein_coding,"NAD+ synthase"
NC_015948.1,NA,HAH_RS14190,HAH_2918,71,2804639,2804709,+,tRNA,tRNA-Gly
NC_015948.1,WP_014041539.1,HAH_RS14195,HAH_2919,1008,2805332,2806339,+,protein_coding,AAA family ATPase
NC_015948.1,WP_004516108.1,HAH_RS14200,HAH_2920,309,2806534,2806842,+,protein_coding,30S ribosomal protein S24e
NC_015948.1,WP_004590578.1,HAH_RS14205,HAH_2921,135,2806843,2806977,+,protein_coding,30S ribosomal protein S27ae
NC_015948.1,WP_014041540.1,HAH_RS14210,HAH_2922,1662,2806987,2808648,+,protein_coding,bifunctional N(6)-L-threonylcarbamoyladenine synthase/serine/threonine protein kinase
NC_015948.1,WP_004590574.1,HAH_RS14215,HAH_2923,276,2808916,2809191,+,protein_coding,DUF5808 domain-containing protein
NC_015948.1,WP_014041541.1,HAH_RS14220,HAH_2924,672,2809257,2809928,+,protein_coding,hypothetical protein
NC_015948.1,WP_014041542.1,HAH_RS14225,HAH_2925,798,2810030,2810827,+,protein_coding,SDR family oxidoreductase
NC_015948.1,WP_044952059.1,HAH_RS14230,HAH_2926,1704,2810959,2812662,+,protein_coding,methyl-accepting chemotaxis protein
NC_015948.1,WP_014041544.1,HAH_RS14235,HAH_2927,477,2812679,2813155,-,protein_coding,hypothetical protein
NC_015948.1,WP_014041546.1,HAH_RS14240,HAH_2929,666,2813537,2814202,-,protein_coding,TrkA family potassium uptake protein
NC_015948.1,WP_014041547.1,HAH_RS14245,HAH_2930,1227,2814260,2815486,-,protein_coding,hypothetical protein
NC_015948.1,WP_044952062.1,HAH_RS14250,HAH_2931,936,2815856,2816791,+,protein_coding,ribonuclease Z
NC_015948.1,WP_014041549.1,HAH_RS14255,HAH_2932,1074,2816834,2817907,+,protein_coding,Gfo/Idh/MocA family oxidoreductase
